ID,Site,Mine,Storage,Cu,Maximum_Concentration,lag_time,mu_max,Media
1,B,TECK,CR,0,0.605,6,0.032666667,1:10LB
2,B,TECK,CR,150,0.461,45,0.017619048,1:10LB
3,B,TECK,CR,300,0.022,45,0.003,1:10LB
4,B,TECK,CR,600,0.017,0,0.0005,1:10LB
5,B,TECK,CR,750,0.011,18,0.000333333,1:10LB
6,B,TECK,CR,1200,0.016,0,0.001333333,1:10LB
7,B,TECK,CR,0,0.6,6,0.032666667,1:10LB
8,B,TECK,CR,150,0.464,45,0.015857143,1:10LB
9,B,TECK,CR,300,0.037,0,0.00075,1:10LB
10,B,TECK,CR,600,0.02,0,0.000333333,1:10LB
11,B,TECK,CR,750,0.008,45,0.000333333,1:10LB
12,B,TECK,CR,1200,0.015,0,0.000333333,1:10LB
13,B,TECK,CR,0,0.594,6,0.0315,1:10LB
14,B,TECK,CR,150,0.456,45,0.019666667,1:10LB
15,B,TECK,CR,300,0.033,0,0.000666667,1:10LB
16,B,TECK,CR,600,0.02,0,0.000333333,1:10LB
17,B,TECK,CR,750,0.022,0,0.000333333,1:10LB
18,B,TECK,CR,1200,0.01,24,0.0005,1:10LB
19,B,TECK,CR,0,0.498,6,0.026333333,1:10LB
20,B,TECK,CR,150,0.488,45,0.027333333,1:10LB
21,B,TECK,CR,300,0.007,72,0.000416667,1:10LB
22,B,TECK,CR,600,0.013,0,0.0005,1:10LB
23,B,TECK,CR,750,0.048,0,0,1:10LB
24,B,TECK,CR,1200,0.01,0,0.000833333,1:10LB
25,B,TECK,CR,0,0.51,6,0.0275,1:10LB
26,B,TECK,CR,150,0.485,0,0.020333333,1:10LB
27,B,TECK,CR,300,0.133,0,0,1:10LB
28,B,TECK,CR,600,0.008,0,0.000333333,1:10LB
29,B,TECK,CR,750,0,#N/A,0,1:10LB
30,B,TECK,CR,1200,0.004,45,0.000166667,1:10LB
31,B,TECK,CR,0,0.5,6,0.029666667,1:10LB
32,B,TECK,CR,150,0.044,0,0,1:10LB
33,B,TECK,CR,300,0.025,0,0.000166667,1:10LB
34,B,TECK,CR,600,0.011,0,0.000166667,1:10LB
35,B,TECK,CR,750,0.013,0,0.000333333,1:10LB
36,B,TECK,CR,1200,0.004,60,0.000166667,1:10LB
37,B,TECK,CR,0,0.463,6,0.029833333,1:10LB
38,B,TECK,CR,150,0.315,45,0.013380952,1:10LB
39,B,TECK,CR,300,0.023,12,0.001,1:10LB
40,B,TECK,CR,600,0.006,6,0.000333333,1:10LB
41,B,TECK,CR,750,0.002,48,0.000666667,1:10LB
42,B,TECK,CR,1200,0.011,0,0.00075,1:10LB
43,B,TECK,CR,0,0.451,6,0.027166667,1:10LB
44,B,TECK,CR,150,0.331,0,0.017333333,1:10LB
45,B,TECK,CR,300,0.018,0,0.0005,1:10LB
46,B,TECK,CR,600,0.008,0,0.000166667,1:10LB
47,B,TECK,CR,750,0.001,96,0.0000833333,1:10LB
48,B,TECK,CR,1200,0.002,72,0.0000833333,1:10LB
49,B,TECK,CR,0,0.451,6,0.033833333,1:10LB
50,B,TECK,CR,150,0.341,45,0.02,1:10LB
51,B,TECK,CR,300,0.021,0,0,1:10LB
52,B,TECK,CR,600,0.014,0,0.000333333,1:10LB
53,B,TECK,CR,750,0.012,0,0.0005,1:10LB
54,B,TECK,CR,1200,0.006,45,0.000333333,1:10LB
55,B,TECK,CR,0,0.222,6,0.012666667,1:10LB
56,B,TECK,CR,150,0.264,24,0.009761905,1:10LB
57,B,TECK,CR,300,0.008,60,0.0005,1:10LB
58,B,TECK,CR,600,0.024,0,0.0005,1:10LB
59,B,TECK,CR,750,0,#N/A,0,1:10LB
60,B,TECK,CR,1200,0.006,0,0.000333333,1:10LB
61,B,TECK,CR,0,0.23,6,0.013333333,1:10LB
62,B,TECK,CR,150,0.266,45,0.008666667,1:10LB
63,B,TECK,CR,300,0.037,0,0.000416667,1:10LB
64,B,TECK,CR,600,0.02,0,0.000166667,1:10LB
65,B,TECK,CR,750,0.001,45,0.000047619,1:10LB
66,B,TECK,CR,1200,0.002,84,0.000166667,1:10LB
67,B,TECK,CR,0,0.714,6,0.044916667,1:10LB
68,B,TECK,CR,150,0.262,45,0.009333333,1:10LB
69,B,TECK,CR,300,0.014,0,0.00025,1:10LB
70,B,TECK,CR,600,0.013,0,0.000333333,1:10LB
71,B,TECK,CR,750,0.035,0,0.001666667,1:10LB
72,B,TECK,CR,1200,0.003,60,0.000166667,1:10LB
73,B,TECK,CR,0,0.442,6,0.035166667,1:10LB
74,B,TECK,CR,150,0.297,24,0.011,1:10LB
75,B,TECK,CR,300,0.23,84,0.01075,1:10LB
76,B,TECK,CR,600,0.016,0,0.000666667,1:10LB
77,B,TECK,CR,750,0.006,45,0.000666667,1:10LB
78,B,TECK,CR,1200,0.013,0,0.001083333,1:10LB
79,B,TECK,CR,0,0.42,6,0.0335,1:10LB
80,B,TECK,CR,150,0.281,45,0.01,1:10LB
81,B,TECK,CR,300,0.032,0,0.000666667,1:10LB
82,B,TECK,CR,600,0.015,0,0.000333333,1:10LB
83,B,TECK,CR,750,0.01,0,0.000333333,1:10LB
84,B,TECK,CR,1200,0.01,6,0.000333333,1:10LB
85,B,TECK,CR,0,0.408,6,0.032333333,1:10LB
86,B,TECK,CR,150,0.295,45,0.011333333,1:10LB
87,B,TECK,CR,300,0.019,0,0.0005,1:10LB
88,B,TECK,CR,600,0.015,0,0.000333333,1:10LB
89,B,TECK,CR,750,0.025,0,0.0005,1:10LB
90,B,TECK,CR,1200,0.008,45,0.000666667,1:10LB
91,C,RT,CR,0,0.579,6,0.029333333,1:10LB
92,C,RT,CR,150,0.461,6,0.020833333,1:10LB
93,C,RT,CR,300,0.454,72,0.015916667,1:10LB
94,C,RT,CR,600,0.02,0,0.000666667,1:10LB
95,C,RT,CR,750,0.008,24,0.000666667,1:10LB
96,C,RT,CR,1200,0.022,0,0.0015,1:10LB
97,C,RT,CR,0,0.58,6,0.028333333,1:10LB
98,C,RT,CR,150,0.499,6,0.020666667,1:10LB
99,C,RT,CR,300,0.301,72,0.021,1:10LB
100,C,RT,CR,600,0.034,0,0.000166667,1:10LB
101,C,RT,CR,750,0.017,0,0.000333333,1:10LB
102,C,RT,CR,1200,0.013,0,0.00025,1:10LB
103,C,RT,CR,0,0.576,6,0.027333333,1:10LB
104,C,RT,CR,150,0.502,6,0.020333333,1:10LB
105,C,RT,CR,300,0.039,0,0.001,1:10LB
106,C,RT,CR,600,0.019,0,0.0005,1:10LB
107,C,RT,CR,750,0.027,0,0.0005,1:10LB
108,C,RT,CR,1200,0.01,24,0.000333333,1:10LB
109,C,RT,CR,0,0.587,6,0.032666667,1:10LB
110,C,RT,CR,150,0.504,6,0.024166667,1:10LB
111,C,RT,CR,300,0.477,60,0.022166667,1:10LB
112,C,RT,CR,600,0.025,0,0.000833333,1:10LB
113,C,RT,CR,750,0.076,0,0,1:10LB
114,C,RT,CR,1200,0.021,0,0.0015,1:10LB
115,C,RT,CR,0,0.578,6,0.029166667,1:10LB
116,C,RT,CR,150,0.509,6,0.023,1:10LB
117,C,RT,CR,300,0.8,0,0.02225,1:10LB
118,C,RT,CR,600,0.024,0,0.0005,1:10LB
119,C,RT,CR,750,0.012,24,0.000666667,1:10LB
120,C,RT,CR,1200,0.019,0,0.0005,1:10LB
121,C,RT,CR,0,0.565,6,0.029666667,1:10LB
122,C,RT,CR,150,0.519,6,0.023333333,1:10LB
123,C,RT,CR,300,0.05,0,0.000916667,1:10LB
124,C,RT,CR,600,0.04,0,0.0005,1:10LB
125,C,RT,CR,750,0.029,0,0.000666667,1:10LB
126,C,RT,CR,1200,0.014,24,0.000666667,1:10LB
127,C,RT,CR,0,0.567,6,0.030833333,1:10LB
128,C,RT,CR,150,0.477,6,0.022333333,1:10LB
129,C,RT,CR,300,0.48,60,0.023916667,1:10LB
130,C,RT,CR,600,0.027,0,0.000666667,1:10LB
131,C,RT,CR,750,0.023,0,0.001,1:10LB
132,C,RT,CR,1200,0.028,0,0.0015,1:10LB
133,C,RT,CR,0,0.588,6,0.032,1:10LB
134,C,RT,CR,150,0.507,6,0.024,1:10LB
135,C,RT,CR,300,0.316,72,0.021916667,1:10LB
136,C,RT,CR,600,0.032,0,0.000333333,1:10LB
137,C,RT,CR,750,0.033,0,0.000285714,1:10LB
138,C,RT,CR,1200,0.015,0,0.000166667,1:10LB
139,C,RT,CR,0,0.577,6,0.0315,1:10LB
140,C,RT,CR,150,0.502,6,0.024,1:10LB
141,C,RT,CR,300,0.042,0,0.001,1:10LB
142,C,RT,CR,600,0.022,0,0.000333333,1:10LB
143,C,RT,CR,750,0.038,0,0.000166667,1:10LB
144,C,RT,CR,1200,0.024,0,0.001166667,1:10LB
145,C,RT,CR,0,0.578,6,0.032,1:10LB
146,C,RT,CR,150,0.499,6,0.023333333,1:10LB
147,C,RT,CR,300,0.464,72,0.02,1:10LB
148,C,RT,CR,600,0.053,0,0.002333333,1:10LB
149,C,RT,CR,750,0.028,0,0.000333333,1:10LB
150,C,RT,CR,1200,0.033,0,0.001416667,1:10LB
151,C,RT,CR,0,0.577,6,0.030833333,1:10LB
152,C,RT,CR,150,0.515,6,0.023333333,1:10LB
153,C,RT,CR,300,0.314,6,0.021583333,1:10LB
154,C,RT,CR,600,0.027,0,0.000333333,1:10LB
155,C,RT,CR,750,0.017,0,0.000333333,1:10LB
156,C,RT,CR,1200,0.018,0,0.000166667,1:10LB
157,C,RT,CR,0,0.609,6,0.0265,1:10LB
158,C,RT,CR,150,0.501,6,0.023833333,1:10LB
159,C,RT,CR,300,0.044,0,0.001083333,1:10LB
160,C,RT,CR,600,0.067,0,0,1:10LB
161,C,RT,CR,750,0.077,0,0,1:10LB
162,C,RT,CR,1200,0.016,18,0.000666667,1:10LB
163,C,RT,CR,0,0.556,6,0.0325,1:10LB
164,C,RT,CR,150,0.472,45,0.016333333,1:10LB
165,C,RT,CR,300,0.029,45,0.002666667,1:10LB
166,C,RT,CR,600,0.026,0,0.000666667,1:10LB
167,C,RT,CR,750,0.018,0,0.001,1:10LB
168,C,RT,CR,1200,0.032,0,0.0015,1:10LB
169,C,RT,CR,0,0.554,6,0.033333333,1:10LB
170,C,RT,CR,150,0.491,45,0.020333333,1:10LB
171,C,RT,CR,300,0.035,0,0.000916667,1:10LB
172,C,RT,CR,600,0.028,0,0.000166667,1:10LB
173,C,RT,CR,750,0.115,0,0,1:10LB
174,C,RT,CR,1200,0.018,0,0.000333333,1:10LB
175,C,RT,CR,0,0.536,6,0.029833333,1:10LB
176,C,RT,CR,150,0.506,45,0.02,1:10LB
177,C,RT,CR,300,0.037,0,0.001,1:10LB
178,C,RT,CR,600,0.026,0,0.0005,1:10LB
179,C,RT,CR,750,0.031,0,0.000333333,1:10LB
180,C,RT,CR,1200,0.015,6,0.001,1:10LB
181,D,RT,CR,0,0.567,6,0.0295,1:10LB
182,D,RT,CR,150,0.509,6,0.023833333,1:10LB
183,D,RT,CR,300,0.492,0,0.017166667,1:10LB
184,D,RT,CR,600,0.025,0,0.000833333,1:10LB
185,D,RT,CR,750,0.035,0,0.000166667,1:10LB
186,D,RT,CR,1200,0.024,0,0.001583333,1:10LB
187,D,RT,CR,0,0.58,6,0.032333333,1:10LB
188,D,RT,CR,150,0.506,6,0.022,1:10LB
189,D,RT,CR,300,0.386,0,0.012416667,1:10LB
190,D,RT,CR,600,0.024,0,0.000166667,1:10LB
191,D,RT,CR,750,0.013,12,0.0005,1:10LB
192,D,RT,CR,1200,0.021,0,0.000166667,1:10LB
193,D,RT,CR,0,0.57,6,0.027166667,1:10LB
194,D,RT,CR,150,0.521,6,0.024166667,1:10LB
195,D,RT,CR,300,0.043,0,0.000833333,1:10LB
196,D,RT,CR,600,0.043,0,0.000166667,1:10LB
197,D,RT,CR,750,0.027,0,0.0005,1:10LB
198,D,RT,CR,1200,0.016,18,0.000833333,1:10LB
199,D,RT,CR,0,0.574,6,0.03,1:10LB
200,D,RT,CR,150,0.495,6,0.0245,1:10LB
201,D,RT,CR,300,0.472,60,0.018833333,1:10LB
202,D,RT,CR,600,0.022,0,0.0005,1:10LB
203,D,RT,CR,750,0.028,0,0.000666667,1:10LB
204,D,RT,CR,1200,0.017,0,0.001333333,1:10LB
205,D,RT,CR,0,0.567,6,0.028666667,1:10LB
206,D,RT,CR,150,0.523,6,0.023,1:10LB
207,D,RT,CR,300,0.218,0,0.0145,1:10LB
208,D,RT,CR,600,0.026,0,0.000333333,1:10LB
209,D,RT,CR,750,0.025,0,0.000333333,1:10LB
210,D,RT,CR,1200,0.015,0,0.000333333,1:10LB
211,D,RT,CR,0,0.549,6,0.034166667,1:10LB
212,D,RT,CR,150,0.517,6,0.021,1:10LB
213,D,RT,CR,300,0.028,0,0.0005,1:10LB
214,D,RT,CR,600,0.032,0,0.000333333,1:10LB
215,D,RT,CR,750,0.028,0,0.000333333,1:10LB
216,D,RT,CR,1200,0.023,0,0.000833333,1:10LB
217,D,RT,CR,0,0.596,6,0.0375,1:10LB
218,D,RT,CR,150,0.508,6,0.026666667,1:10LB
219,D,RT,CR,300,0.424,0,0.021416667,1:10LB
220,D,RT,CR,600,0.013,0,0.000333333,1:10LB
221,D,RT,CR,750,0.013,0,0.000666667,1:10LB
222,D,RT,CR,1200,0.033,0,0.000166667,1:10LB
223,D,RT,CR,0,0.584,6,0.032166667,1:10LB
224,D,RT,CR,150,0.533,6,0.028833333,1:10LB
225,D,RT,CR,300,0.016,0,0.003,1:10LB
226,D,RT,CR,600,0.159,0,0,1:10LB
227,D,RT,CR,750,0.024,0,0.000333333,1:10LB
228,D,RT,CR,1200,0.016,0,0.000333333,1:10LB
229,D,RT,CR,0,0.605,6,0.033,1:10LB
230,D,RT,CR,150,0.516,6,0.024,1:10LB
231,D,RT,CR,300,0.019,0,0.003333333,1:10LB
232,D,RT,CR,600,0.02,0,0.000666667,1:10LB
233,D,RT,CR,750,0.027,0,0.000333333,1:10LB
234,D,RT,CR,1200,0.027,0,0.000333333,1:10LB
235,D,RT,CR,0,0.622,6,0.034666667,1:10LB
236,D,RT,CR,150,0.507,6,0.031666667,1:10LB
237,D,RT,CR,300,0.437,48,0.020833333,1:10LB
238,D,RT,CR,600,0.018,0,0.0005,1:10LB
239,D,RT,CR,750,0.006,0,0.000666667,1:10LB
240,D,RT,CR,1200,0.037,0,0.000166667,1:10LB
241,D,RT,CR,0,0.613,6,0.033333333,1:10LB
242,D,RT,CR,150,0.517,6,0.024666667,1:10LB
243,D,RT,CR,300,0.255,0,0,1:10LB
244,D,RT,CR,600,0.011,6,0.000333333,1:10LB
245,D,RT,CR,750,0.022,0,0.000333333,1:10LB
246,D,RT,CR,1200,0.015,0,0.000166667,1:10LB
247,D,RT,CR,0,0.612,6,0.030166667,1:10LB
248,D,RT,CR,150,0.511,6,0.023666667,1:10LB
249,D,RT,CR,300,0.023,0,0.002333333,1:10LB
250,D,RT,CR,600,0.026,0,0.0005,1:10LB
251,D,RT,CR,750,0.018,0,0.0005,1:10LB
252,D,RT,CR,1200,0.022,0,0.0005,1:10LB
253,D,RT,CR,0,0.668,6,0.0335,1:10LB
254,D,RT,CR,150,0.534,6,0.021833333,1:10LB
255,D,RT,CR,300,0.462,0,0.01825,1:10LB
256,D,RT,CR,600,0.016,0,0.000333333,1:10LB
257,D,RT,CR,750,0.016,0,0.0000833333,1:10LB
258,D,RT,CR,1200,0.064,0,0,1:10LB
259,D,RT,CR,0,0.659,6,0.031666667,1:10LB
260,D,RT,CR,150,0.556,6,0.021,1:10LB
261,D,RT,CR,300,0.018,0,0.002,1:10LB
262,D,RT,CR,600,0.537,0,0,1:10LB
263,D,RT,CR,750,0.05,0,0.000380952,1:10LB
264,D,RT,CR,1200,0.01,0,0.000333333,1:10LB
265,D,RT,CR,0,0.663,6,0.0315,1:10LB
266,D,RT,CR,150,0.561,6,0.019833333,1:10LB
267,D,RT,CR,300,0.02,0,0.002333333,1:10LB
268,D,RT,CR,600,0.022,0,0.001,1:10LB
269,D,RT,CR,750,0.029,0,0.000333333,1:10LB
270,D,RT,CR,1200,0.026,0,0.001833333,1:10LB
271,D,RT,CR,0,0.586,6,0.034333333,1:10LB
272,D,RT,CR,150,0.285,45,0.009666667,1:10LB
273,D,RT,CR,300,0.016,0,0.00025,1:10LB
274,D,RT,CR,600,0.004,6,0.000333333,1:10LB
275,D,RT,CR,750,0,#N/A,0,1:10LB
276,D,RT,CR,1200,0.02,0,0.000166667,1:10LB
277,D,RT,CR,0,0.549,6,0.0325,1:10LB
278,D,RT,CR,150,0.259,45,0.004571429,1:10LB
279,D,RT,CR,300,0,#N/A,0,1:10LB
280,D,RT,CR,600,0,#N/A,0,1:10LB
281,D,RT,CR,750,0.006,0,0.000333333,1:10LB
282,D,RT,CR,1200,0.001,0,0,1:10LB
283,D,RT,CR,0,0.549,6,0.033666667,1:10LB
284,D,RT,CR,150,0.241,45,0.011333333,1:10LB
285,D,RT,CR,300,0,#N/A,0,1:10LB
286,D,RT,CR,600,0,#N/A,0,1:10LB
287,D,RT,CR,750,0.007,0,0.000333333,1:10LB
288,D,RT,CR,1200,0.01,0,0.000166667,1:10LB
289,E,RT,CR,0,0.553,6,0.038,1:10LB
290,E,RT,CR,150,0.29,24,0.008666667,1:10LB
291,E,RT,CR,300,0.036,0,0.0000833333,1:10LB
292,E,RT,CR,600,0.006,0,0.000666667,1:10LB
293,E,RT,CR,750,0.004,0,0.000333333,1:10LB
294,E,RT,CR,1200,0.025,0,0.000166667,1:10LB
295,E,RT,CR,0,0.533,6,0.040166667,1:10LB
296,E,RT,CR,150,0.264,45,0.005,1:10LB
297,E,RT,CR,300,0,#N/A,0,1:10LB
298,E,RT,CR,600,0.107,0,0.0000833333,1:10LB
299,E,RT,CR,750,0.011,0,0.00025,1:10LB
300,E,RT,CR,1200,0.001,24,0.000166667,1:10LB
301,E,RT,CR,0,0.519,6,0.037833333,1:10LB
302,E,RT,CR,150,0.244,45,0.006,1:10LB
303,E,RT,CR,300,0,#N/A,0,1:10LB
304,E,RT,CR,600,0.007,0,0.000166667,1:10LB
305,E,RT,CR,750,0.023,0,0.000333333,1:10LB
306,E,RT,CR,1200,0.01,0,0.00025,1:10LB
307,E,RT,CR,0,0.564,6,0.036666667,1:10LB
308,E,RT,CR,150,0.288,45,0.009,1:10LB
309,E,RT,CR,300,0.082,0,0,1:10LB
310,E,RT,CR,600,0,#N/A,0,1:10LB
311,E,RT,CR,750,0,#N/A,0,1:10LB
312,E,RT,CR,1200,0.277,0,0,1:10LB
313,E,RT,CR,0,0.54,6,0.0335,1:10LB
314,E,RT,CR,150,0.216,0,0.006166667,1:10LB
315,E,RT,CR,300,0.054,0,0,1:10LB
316,E,RT,CR,600,0,#N/A,0,1:10LB
317,E,RT,CR,750,0.007,0,0.00025,1:10LB
318,E,RT,CR,1200,0.002,0,0,1:10LB
319,E,RT,CR,0,0.538,6,0.033333333,1:10LB
320,E,RT,CR,150,0.169,0,0.007,1:10LB
321,E,RT,CR,300,0.016,0,0.000333333,1:10LB
322,E,RT,CR,600,0.004,12,0.000166667,1:10LB
323,E,RT,CR,750,0.008,0,0.000333333,1:10LB
324,E,RT,CR,1200,0.009,0,0.000166667,1:10LB
325,E,RT,CR,0,0.569,6,0.031333333,1:10LB
326,E,RT,CR,150,0.332,45,0.008666667,1:10LB
327,E,RT,CR,300,0.012,0,0.000333333,1:10LB
328,E,RT,CR,600,0.003,18,0.000166667,1:10LB
329,E,RT,CR,750,0.022,0,0,1:10LB
330,E,RT,CR,1200,0.014,0,0.000333333,1:10LB
331,E,RT,CR,0,0.539,0,0.029833333,1:10LB
332,E,RT,CR,150,0.235,45,0.011666667,1:10LB
333,E,RT,CR,300,0,#N/A,0,1:10LB
334,E,RT,CR,600,0.031,0,0.000166667,1:10LB
335,E,RT,CR,750,0.016,0,0.000333333,1:10LB
336,E,RT,CR,1200,0,#N/A,0,1:10LB
337,E,RT,CR,0,0.545,6,0.034,1:10LB
338,E,RT,CR,150,0.209,48,0.005833333,1:10LB
339,E,RT,CR,300,0,#N/A,0,1:10LB
340,E,RT,CR,600,0.011,0,0.000166667,1:10LB
341,E,RT,CR,750,0.131,0,0,1:10LB
342,E,RT,CR,1200,0.013,0,0.000166667,1:10LB
343,E,RT,CR,0,0.585,6,0.033166667,1:10LB
344,E,RT,CR,150,0.485,6,0.023166667,1:10LB
345,E,RT,CR,300,0.329,60,0.01925,1:10LB
346,E,RT,CR,600,0.013,6,0.000833333,1:10LB
347,E,RT,CR,750,0.021,0,0.0000833333,1:10LB
348,E,RT,CR,1200,0.023,0,0.000333333,1:10LB
349,E,RT,CR,0,0.594,6,0.0295,1:10LB
350,E,RT,CR,150,0.504,6,0.022333333,1:10LB
351,E,RT,CR,300,0.206,0,0.00025,1:10LB
352,E,RT,CR,600,0.019,0,0.000333333,1:10LB
353,E,RT,CR,750,0.031,0,0.0005,1:10LB
354,E,RT,CR,1200,0.021,0,0.000166667,1:10LB
355,E,RT,CR,0,0.566,6,0.033166667,1:10LB
356,E,RT,CR,150,0.517,6,0.023333333,1:10LB
357,E,RT,CR,300,0.019,0,0.001,1:10LB
358,E,RT,CR,600,0.018,0,0.000333333,1:10LB
359,E,RT,CR,750,0.022,0,0.000333333,1:10LB
360,E,RT,CR,1200,0.023,0,0.0005,1:10LB
361,E,RT,CR,0,0.636,6,0.032333333,1:10LB
362,E,RT,CR,150,0.488,6,0.018333333,1:10LB
363,E,RT,CR,300,0.252,48,0.017833333,1:10LB
364,E,RT,CR,600,0.007,6,0.000333333,1:10LB
365,E,RT,CR,750,0.018,0,0.000666667,1:10LB
366,E,RT,CR,1200,0.042,0,0.000166667,1:10LB
367,E,RT,CR,0,0.625,6,0.032166667,1:10LB
368,E,RT,CR,150,0.509,6,0.01552381,1:10LB
369,E,RT,CR,300,0.016,0,0.000333333,1:10LB
370,E,RT,CR,600,0.014,0,0.000142857,1:10LB
371,E,RT,CR,750,0.014,0,0.000166667,1:10LB
372,E,RT,CR,1200,0.015,0,0.000333333,1:10LB
373,E,RT,CR,0,0.629,6,0.029833333,1:10LB
374,E,RT,CR,150,0.485,6,0.013333333,1:10LB
375,E,RT,CR,300,0.014,0,0.000333333,1:10LB
376,E,RT,CR,600,0.02,0,0.000166667,1:10LB
377,E,RT,CR,750,0.02,0,0.000166667,1:10LB
378,E,RT,CR,1200,0.016,0,0.000333333,1:10LB
379,D,RT,BB,0,0.656,6,0.027,1:10LB
380,D,RT,BB,150,0.521,18,0.01452381,1:10LB
381,D,RT,BB,300,0.366,84,0.024583333,1:10LB
382,D,RT,BB,600,0.012,0,0.000666667,1:10LB
383,D,RT,BB,750,0.012,0,0.000333333,1:10LB
384,D,RT,BB,1200,0.011,0,0.000333333,1:10LB
385,D,RT,BB,0,0.617,6,0.027333333,1:10LB
386,D,RT,BB,150,0.565,0,0.013666667,1:10LB
387,D,RT,BB,300,0.091,84,0.006666667,1:10LB
388,D,RT,BB,600,0.004,0,0.000166667,1:10LB
389,D,RT,BB,750,0.015,0,0.00025,1:10LB
390,D,RT,BB,1200,0,#N/A,0,1:10LB
391,D,RT,BB,0,0.659,6,0.028666667,1:10LB
392,D,RT,BB,150,0.577,12,0.014428571,1:10LB
393,D,RT,BB,300,0.004,45,0.000142857,1:10LB
394,D,RT,BB,600,0.005,6,0.000333333,1:10LB
395,D,RT,BB,750,0.012,0,0.000166667,1:10LB
396,D,RT,BB,1200,0.012,0,0.000333333,1:10LB
397,E,RT,BB,0,0.595,6,0.027166667,1:10LB
398,E,RT,BB,150,0.481,45,0.016333333,1:10LB
399,E,RT,BB,300,0.47,72,0.018583333,1:10LB
400,E,RT,BB,600,0.009,18,0.000666667,1:10LB
401,E,RT,BB,750,0.031,0,0,1:10LB
402,E,RT,BB,1200,0.038,0,0,1:10LB
403,E,RT,BB,0,0.586,6,0.027166667,1:10LB
404,E,RT,BB,150,0.48,45,0.031666667,1:10LB
405,E,RT,BB,300,0.024,6,0.001833333,1:10LB
406,E,RT,BB,600,0.005,6,0.000666667,1:10LB
407,E,RT,BB,750,0.012,0,0.000333333,1:10LB
408,E,RT,BB,1200,0.002,84,0.0000833333,1:10LB
409,E,RT,BB,0,0.595,6,0.027333333,1:10LB
410,E,RT,BB,150,0.523,45,0.018333333,1:10LB
411,E,RT,BB,300,0.023,0,0.000333333,1:10LB
412,E,RT,BB,600,0.005,6,0.000333333,1:10LB
413,E,RT,BB,750,0.012,0,0.000166667,1:10LB
414,E,RT,BB,1200,0.011,0,0.000166667,1:10LB
415,B,TECK,CR,0,0.83,6,0.0375,1:10PTYG
416,B,TECK,CR,0,0.797,6,0.039333333,1:10PTYG
417,B,TECK,CR,0,0.817,6,0.033666667,1:10PTYG
418,B,TECK,CR,150,0.631,12,0.020666667,1:10PTYG
419,B,TECK,CR,150,0.613,12,0.019666667,1:10PTYG
420,B,TECK,CR,150,0.626,12,0.0245,1:10PTYG
421,B,TECK,CR,300,0.063,6,0.001833333,1:10PTYG
422,B,TECK,CR,300,0.042,0,0.001166667,1:10PTYG
423,B,TECK,CR,300,0.022,6,0.000833333,1:10PTYG
424,B,TECK,CR,600,0.027,0,0.0005,1:10PTYG
425,B,TECK,CR,600,0.022,6,0.001,1:10PTYG
426,B,TECK,CR,600,0.19,0,0,1:10PTYG
427,B,TECK,CR,750,0.022,6,0.001,1:10PTYG
428,B,TECK,CR,750,0.026,0,0.000666667,1:10PTYG
429,B,TECK,CR,750,0.058,0,0.0015,1:10PTYG
430,B,TECK,CR,1200,0.024,0,0.0005,1:10PTYG
431,B,TECK,CR,1200,0.032,0,0.000666667,1:10PTYG
432,B,TECK,CR,1200,0.014,12,0.000833333,1:10PTYG
433,B,TECK,CR,0,0.692,6,0.027333333,1:10PTYG
434,B,TECK,CR,0,0.782,6,0.028333333,1:10PTYG
435,B,TECK,CR,0,0.761,6,0.029666667,1:10PTYG
436,B,TECK,CR,150,0.588,12,0.017166667,1:10PTYG
437,B,TECK,CR,150,0.603,12,0.019416667,1:10PTYG
438,B,TECK,CR,150,0.613,12,0.019666667,1:10PTYG
439,B,TECK,CR,300,0.047,24,0.001333333,1:10PTYG
440,B,TECK,CR,300,0.043,0,0.001,1:10PTYG
441,B,TECK,CR,300,0.028,0,0.0015,1:10PTYG
442,B,TECK,CR,600,0.029,0,0.000833333,1:10PTYG
443,B,TECK,CR,600,0.023,0,0.000833333,1:10PTYG
444,B,TECK,CR,600,0.027,6,0.001666667,1:10PTYG
445,B,TECK,CR,750,0.028,0,0.001333333,1:10PTYG
446,B,TECK,CR,750,0.026,0,0.000666667,1:10PTYG
447,B,TECK,CR,750,0.027,6,0.0015,1:10PTYG
448,B,TECK,CR,1200,0.032,0,0.001166667,1:10PTYG
449,B,TECK,CR,1200,0.053,0,0.0005,1:10PTYG
450,B,TECK,CR,1200,0.022,6,0.001,1:10PTYG
451,B,TECK,CR,0,0.841,6,0.029333333,1:10PTYG
452,B,TECK,CR,0,0.822,6,0.029333333,1:10PTYG
453,B,TECK,CR,0,0.812,6,0.029166667,1:10PTYG
454,B,TECK,CR,150,0.577,6,0.018333333,1:10PTYG
455,B,TECK,CR,150,0.566,6,0.019833333,1:10PTYG
456,B,TECK,CR,150,0.582,12,0.0225,1:10PTYG
457,B,TECK,CR,300,0.048,24,0.0015,1:10PTYG
458,B,TECK,CR,300,0.05,0,0.002166667,1:10PTYG
459,B,TECK,CR,300,0.035,0,0.001666667,1:10PTYG
460,B,TECK,CR,600,0.026,0,0.001,1:10PTYG
461,B,TECK,CR,600,0.036,0,0.000166667,1:10PTYG
462,B,TECK,CR,600,0.441,0,0,1:10PTYG
463,B,TECK,CR,750,0.026,0,0.001,1:10PTYG
464,B,TECK,CR,750,0.026,0,0.0005,1:10PTYG
